ID,Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,CPU,GPU,MemoryType,MemorySize,price
920,MSI,GL62M 7RD,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
921,Dell,Vostro 3568,Notebook,15.6,1049088,4,Windows 10,2.18,Intel Core i5,AMD Radeon Graphics, HDD,1000,ideal price
922,HP,EliteBook 850,Ultrabook,15.6,2073600,8,Windows 10,1.84,Intel Core i7,AMD Radeon Graphics, SSD,256,moderetly expensive
923,HP,Envy 13-AB077cl,Ultrabook,13.3,5760000,8,Windows 10,1.39,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
924,Toshiba,Tecra Z50-C-140,Notebook,15.6,2073600,16,Windows 10,2.4,Intel Core i7,Nvidia GeForce Graphics, SSD,256,expinsive
925,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.37,Intel Core i5,Intel HD Graphics, SSD,512,expinsive
926,Dell,Latitude 3580,Notebook,15.6,1049088,4,Windows 10,1.95,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
927,Lenovo,Thinkpad X270,Ultrabook,12.5,2073600,8,Windows 10,1.36,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
928,HP,Probook 650,Notebook,15.6,2073600,8,Windows 10,2.31,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
929,Dell,Vostro 3568,Notebook,15.6,1049088,4,Windows 10,2.18,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
930,HP,ProBook 640,Notebook,14,1049088,4,Windows 10,1.95,Intel Core i5,Intel HD Graphics, HDD,500,moderetly expensive
931,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1049088,4,Windows 10,2.2,Intel Pentium,Intel HD Graphics, HDD,1000,inexpensive
932,HP,EliteBook 820,Ultrabook,12.5,2073600,4,Windows 10,1.26,Intel Core i5,Intel HD Graphics, HDD,500,expinsive
933,HP,250 G6,Notebook,15.6,1049088,4,No OS,1.86,Intel Celeron,Intel HD Graphics, HDD,1000,inexpensive
934,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,5760000,16,Windows 10,1.3,Intel Core i7,Intel Iris Graphics, SSD,1000,expinsive
935,Toshiba,Tecra Z40-C-12X,Notebook,14,2073600,4,Windows 10,1.47,Intel Core i5,Intel HD Graphics, SSD,128,moderetly expensive
936,HP,EliteBook 820,Netbook,12.5,2073600,8,Windows 10,1.26,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
937,Dell,Vostro 3568,Notebook,15.6,1049088,4,Windows 10,2.18,Intel Core i3,Intel HD Graphics, HDD,1000,ideal price
938,MSI,GP62M Leopard,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
939,Dell,Latitude 7480,Ultrabook,14,2073600,8,Windows 10,1.36,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
940,Dell,Alienware 17,Gaming,17.3,3686400,16,Windows 10,4.36,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1512,very expensive
941,HP,Omen 17-W006na,Gaming,17.3,2073600,8,Windows 10,2.75,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
942,Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,1440000,4,Windows 10,2.8,Intel Pentium,Nvidia GeForce Graphics, HDD,1000,ideal price
943,Acer,TravelMate P259-G2,Notebook,15.6,1049088,4,Windows 10,2.23,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
944,Toshiba,Tecra A50-C-1ZV,Notebook,15.6,1049088,8,Windows 10,2.2,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
945,Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,2073600,8,Windows 10,1.1,Intel Core M,Intel HD Graphics, SSD,256,moderetly expensive
946,Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,2073600,16,Windows 10,2.5,Other,AMD Radeon Graphics, SSD&HDD,1512,ideal price
947,Dell,Latitude 7280,Ultrabook,12.5,2073600,8,Windows 10,1.36,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
948,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,2073600,8,No OS,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
949,Dell,Insprion 5767,Notebook,17.3,1440000,4,Windows 10,2.36,Intel Core i3,AMD Radeon Graphics, HDD,1000,ideal price
950,Acer,Chromebook 14,Notebook,14,1049088,4,Chrome OS,1.68,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
951,HP,ZBook Studio,Workstation,15.6,2073600,8,Windows 10,2,Intel Core i7,Nvidia Quadro, SSD,8,very expensive
952,Dell,Latitude 7480,Ultrabook,14,2073600,8,Windows 10,1.36,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
953,Toshiba,Portege Z30-C-1CW,Notebook,13.3,2073600,8,Windows 7,1.2,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
954,Asus,Chromebook Flip,2 in 1 Convertible,12.5,2073600,8,Chrome OS,1.2,Intel Core M,Intel HD Graphics, Flash Storage,64,moderetly expensive
955,Lenovo,Thinkpad T460,Ultrabook,14,2073600,8,Windows 10,1.7,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
956,Dell,Alienware 17,Gaming,17.3,8294400,16,Windows 10,4.36,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1512,very expensive
957,Dell,XPS 13,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.24,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
958,HP,ProBook x360,2 in 1 Convertible,11.6,1049088,4,Windows 10,1.45,Intel Pentium,Intel HD Graphics, SSD,256,ideal price
959,Dell,XPS 13,Ultrabook,13.3,5760000,8,Windows 10,1.3,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
960,Acer,Chromebook C738T-C2EJ,2 in 1 Convertible,11.6,1049088,4,Chrome OS,1.25,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
961,Toshiba,Portege Z30-C-16Z,Notebook,13.3,2073600,8,Windows 10,1.2,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
962,Lenovo,ThinkPad X270,Ultrabook,12.5,2073600,8,Windows 10,1.36,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
963,Acer,Aspire F5-573G-510L,Notebook,15.6,2073600,12,Windows 10,2.4,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
964,Toshiba,Portege X20W-D-10V,Ultrabook,12.5,2073600,8,Windows 10,1.1,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
965,HP,ProBook 450,Notebook,15.6,1049088,8,Windows 10,2.04,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
966,Dell,Inspiron 3567,Notebook,15.6,1049088,4,Linux,2.25,Intel Core i3,AMD Radeon Graphics, HDD,1000,inexpensive
967,Dell,Latitude 5580,Notebook,15.6,1049088,4,Windows 10,1.9,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
968,HP,ProBook 450,Notebook,15.6,2073600,4,Windows 10,2.04,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
969,Dell,Alienware 17,Gaming,17.3,2073600,32,Windows 10,4.42,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
970,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,2073600,6,Windows 10,2.4,Intel Core i5,Nvidia GeForce Graphics, SSD,256,ideal price
971,Dell,XPS 13,2 in 1 Convertible,13.3,5760000,16,Windows 10,1.22,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
972,Dell,Latitude E7470,Ultrabook,14,3686400,8,Windows 10,1.5,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
973,Dell,Alienware 17,Gaming,17.3,2073600,32,Windows 10,4.42,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
974,Toshiba,Tecra A40-C-1DF,Notebook,14,2073600,8,Windows 10,1.95,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
975,Asus,Rog Strix,Gaming,17.3,2073600,16,Windows 10,2.73,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
976,HP,Probook 450,Notebook,15.6,2073600,8,Windows 10,2.04,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,ideal price
977,Lenovo,ThinkPad T460,Notebook,14,1049088,4,Windows 7,1.7,Intel Core i5,Intel HD Graphics, Hybrid,508,moderetly expensive
978,Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,8294400,16,Windows 10,2.3,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,2512,expinsive
979,HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,1049088,6,Windows 10,2.04,Intel Core i7,Intel HD Graphics, HDD,1000,ideal price
980,Asus,Rog GL753VE-DS74,Gaming,17.3,2073600,16,Windows 10,2.99,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
981,Dell,Inspiron 7579,2 in 1 Convertible,15.6,2073600,12,Windows 10,2.19,Intel Core i7,Intel HD Graphics, SSD,512,moderetly expensive
982,Toshiba,Portege Z30-C-1CV,Notebook,13.3,2073600,4,Windows 7,1.2,Intel Core i5,Intel HD Graphics, SSD,128,moderetly expensive
983,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,2073600,6,Windows 10,2.2,AMD A-Series,AMD Radeon Graphics, SSD,256,ideal price
984,Fujitsu,LifeBook A556,Notebook,15.6,1049088,4,Windows 10,2.3,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
985,Toshiba,Tecra A40-C-1KF,Notebook,14,1049088,4,Windows 10,1.75,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
986,Dell,Inspiron 3567,Notebook,15.6,1049088,4,Windows 10,2.25,Intel Core i5,AMD Radeon Graphics, HDD,500,ideal price
987,HP,Probook 450,Notebook,15.6,2073600,8,Windows 10,2.04,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
988,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,8,Windows 10,2.5,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
989,Dell,Inspiron 5567,Notebook,15.6,1049088,8,Windows 10,2.36,Intel Core i7,AMD Radeon Graphics, HDD,1000,ideal price
990,Dell,Latitude 5480,Notebook,14,2073600,8,Windows 10,1.6,Intel Core i5,Intel HD Graphics, SSD,128,moderetly expensive
991,HP,EliteBook Folio,Netbook,12.5,2073600,8,Windows 10,0.97,Intel Core M,Intel HD Graphics, SSD,512,expinsive
992,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,2073600,4,Windows 10,2.1,Intel Core i3,AMD Radeon Graphics, SSD&HDD,1128,inexpensive
993,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,1049088,4,No OS,1.9,Intel Celeron,Intel HD Graphics, SSD,128,inexpensive
994,Lenovo,ThinkPad T560,Notebook,15.6,2073600,8,Windows 10,2.3,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
995,Dell,Inspiron 5378,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.68,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
996,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,5760000,8,Windows 10,1.4,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
997,HP,Spectre 13-V111dx,Ultrabook,13.3,2073600,8,Windows 10,1.11,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
998,Acer,Aspire ES1-533,Notebook,15.6,1049088,4,Windows 10,2.4,Intel Pentium,Intel HD Graphics, HDD,500,inexpensive
999,Asus,Rog GL553VE-DS74,Gaming,15.6,2073600,16,Windows 10,2.5,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
1000,HP,EliteBook 840,Ultrabook,14,2073600,8,Windows 10,1.48,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
1001,Acer,Nitro 5,Gaming,15.6,2073600,8,Windows 10,2.7,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1002,HP,ENVY -,Notebook,13.3,2073600,8,Windows 10,1.34,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1003,Dell,Vostro 3568,Notebook,15.6,1049088,4,Windows 10,2.18,Intel Core i3,Intel HD Graphics, SSD,128,ideal price
1004,HP,Probook 440,Notebook,14,1049088,4,Windows 10,1.64,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
1005,Toshiba,Portege Z30-C-16H,Notebook,13.3,2073600,4,Windows 10,1.2,Intel Core i5,Intel HD Graphics, SSD,128,moderetly expensive
1006,HP,EliteBook 840,Notebook,14,1049088,4,Windows 10,1.48,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1007,HP,ProBook 640,Notebook,14,2073600,4,Windows 10,1.95,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1008,HP,EliteBook 1040,Ultrabook,14,2073600,8,Windows 7,1.43,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1009,HP,ProBook 440,Notebook,14,2073600,8,Windows 10,1.64,Intel Core i5,Nvidia GeForce Graphics, SSD,256,moderetly expensive
1010,HP,Probook 440,Notebook,14,1049088,4,Windows 10,1.64,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
1011,Dell,Inspiron 7567,Gaming,15.6,2073600,8,Windows 10,2.65,Intel Core i5,Nvidia GeForce Graphics, Hybrid,1000,ideal price
1012,HP,EliteBook 820,Ultrabook,12.5,2073600,4,Windows 10,1.26,Intel Core i5,Intel HD Graphics, HDD,500,expinsive
1013,HP,Elitebook 840,Notebook,14,2073600,4,Windows 10,1.48,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1014,HP,EliteBook 840,Ultrabook,14,2073600,8,Windows 10,1.54,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
1015,HP,Probook 430,Notebook,13.3,1049088,4,Windows 10,1.49,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
1016,Toshiba,Portege A30-C-1CZ,Notebook,13.3,1049088,8,Windows 10,1.5,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1017,HP,ProBook 450,Notebook,15.6,1049088,4,Windows 10,2.04,Intel Core i3,Intel HD Graphics, SSD,256,ideal price
1018,Lenovo,ThinkPad P70,Notebook,17.3,8294400,16,Windows 7,2.4,Intel Core i7,Nvidia Quadro, SSD,512,very expensive
1019,Toshiba,Tecra Z40-C-12Z,Notebook,14,2073600,8,Windows 10,1.47,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1020,HP,EliteBook 1040,Notebook,14,2073600,8,Windows 10,1.43,Intel Core i7,Intel HD Graphics, SSD,256,very expensive
1021,Dell,Inspiron 5568,2 in 1 Convertible,15.6,2073600,4,Windows 10,2.08,Intel Core i3,Intel HD Graphics, HDD,1000,ideal price
1022,Toshiba,Port g  Z30-C-16K,Ultrabook,13.3,2073600,8,Windows 10,1.2,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1023,HP,Spectre 13-V100nv,Notebook,13.3,2073600,8,Windows 10,1.11,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1024,HP,ProBook 440,Notebook,14,2073600,8,Windows 10,1.64,Intel Core i7,Nvidia GeForce Graphics, SSD,256,moderetly expensive
1025,Dell,Latitude E5570,Notebook,15.6,2073600,8,Windows 10,2.09,Intel Core i5,Intel HD Graphics, HDD,500,moderetly expensive
1026,HP,Elitebook 820,Ultrabook,12.5,1049088,4,Windows 10,1.26,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1027,HP,ProBook 650,Notebook,14,1049088,4,Windows 10,2.31,Intel Core i5,Intel HD Graphics, HDD,500,moderetly expensive
1028,HP,ProBook 640,Notebook,14,1049088,4,Windows 10,1.95,Intel Core i5,Intel HD Graphics, HDD,500,moderetly expensive
1029,Dell,XPS 13,Ultrabook,13.3,5760000,8,Windows 10,1.29,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1030,HP,Probook 470,Notebook,17.3,2073600,8,Windows 10,2.63,Intel Core i5,Nvidia GeForce Graphics, SSD,256,moderetly expensive
1031,HP,ProBook 440,Notebook,14,1049088,4,Windows 10,1.64,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
1032,Acer,Aspire 3,Notebook,15.6,1049088,6,Windows 10,2.1,AMD A-Series,AMD Radeon Graphics, HDD,1000,inexpensive
1033,MSI,GL72M 7RDX,Gaming,17.3,2073600,8,Windows 10,2.7,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1034,HP,Probook 640,Notebook,14,2073600,8,Windows 7,1.95,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1035,HP,EliteBook 850,Notebook,15.6,2073600,8,Windows 10,1.84,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1036,HP,EliteBook 820,Ultrabook,12.5,2073600,8,Windows 10,1.26,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1037,HP,ProBook 450,Notebook,15.6,1049088,4,Windows 10,2.04,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
1038,Toshiba,Tecra Z40-C-136,Ultrabook,14,2073600,8,Windows 10,1.47,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
1039,Dell,Latitude E5570,Notebook,15.6,2073600,8,Windows 7,2.09,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1040,HP,ProBook 440,Notebook,14,2073600,8,Windows 10,1.64,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1041,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,2073600,4,Windows 10,1.8,Intel Core i7,Intel HD Graphics, SSD,256,ideal price
1042,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14,1049088,2,Windows 10,1.45,Intel Atom x,Intel HD Graphics, Flash Storage,32,inexpensive
1043,Toshiba,Tecra A50-C-218,Notebook,15.6,2073600,16,Windows 10,2.4,Intel Core i7,Nvidia GeForce Graphics, SSD,256,moderetly expensive
1044,Lenovo,Thinkpad L560,Notebook,15.6,2073600,8,Windows 10,2.3,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1045,HP,EliteBook 840,Notebook,14,2073600,4,Windows 10,1.54,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
1046,HP,EliteBook 850,Notebook,15.6,2073600,8,Windows 10,1.84,Intel Core i5,Intel HD Graphics, SSD&HDD,756,very expensive
1047,HP,EliteBook 1040,Notebook,14,2073600,8,Windows 7,1.43,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1048,MSI,GT72S Dominator,Gaming,17.3,2073600,16,Windows 10,3.78,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
1049,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,2073600,16,Windows 10,4.6,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,very expensive
1050,Asus,Chromebook C202SA,Netbook,11.6,1049088,4,Chrome OS,1.2,Intel Celeron,Intel HD Graphics, Flash Storage,16,inexpensive
1051,Lenovo,ThinkPad X1,Notebook,14,3686400,16,Windows 7,1.1,Intel Core i7,Intel HD Graphics, SSD,256,very expensive
1052,HP,Noteb Pav,Notebook,15.6,2073600,8,Windows 10,1.91,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
1053,Dell,Inspiron 5578,2 in 1 Convertible,15.6,2073600,8,Windows 10,2.3,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1054,HP,ProBook 450,Notebook,15.6,1049088,4,Windows 10,2.04,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
1055,Dell,XPS 13,Ultrabook,13.3,5760000,16,Windows 10,1.2,Intel Core i7,Intel HD Graphics, SSD,1000,very expensive
1056,HP,ProBook 650,Notebook,15.6,1049088,4,Windows 10,2.31,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
1057,HP,250 G5,Notebook,15.6,1049088,4,No OS,1.96,Intel Core i5,Intel HD Graphics, HDD,500,inexpensive
1058,Acer,Aspire ES1-523,Notebook,15.6,1049088,8,Windows 10,2.4,AMD A-Series,AMD Radeon Graphics, HDD,1000,inexpensive
1059,Dell,Inspiron 7378,2 in 1 Convertible,13.3,2073600,12,Windows 10,1.6,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1060,MSI,GT62VR 6RD,Gaming,15.6,2073600,16,Windows 10,2.94,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
1061,HP,ProBook 450,Notebook,15.6,2073600,8,Windows 10,2.04,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1062,Asus,Rog G752VL-GC088D,Gaming,17.3,2073600,16,No OS,4,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
1063,Dell,Inspiron 3567,Notebook,15.6,2073600,4,Windows 10,2.25,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
1064,Dell,Inspiron 5567,Notebook,15.6,2073600,16,Windows 10,2.32,Intel Core i7,AMD Radeon Graphics, HDD,2000,ideal price
1065,MSI,GS63VR 6RF,Gaming,15.6,2073600,16,Windows 10,1.8,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
1066,Dell,XPS 13,Ultrabook,13.3,2073600,8,Windows 10,1.29,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1067,Asus,ROG G701VO,Gaming,17.3,2073600,64,Windows 10,3.58,Intel Core i7,Nvidia GeForce Graphics, SSD,1000,very expensive
1068,Dell,Inspiron 5368,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.62,Intel Core i7,Intel HD Graphics, SSD,256,ideal price
1069,Dell,Alienware 15,Gaming,15.6,8294400,16,Windows 10,3.21,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,moderetly expensive
1070,Apple,"MacBook 12""",Ultrabook,12,3317760,8,Mac OS X,0.92,Intel Core M,Intel HD Graphics, Flash Storage,256,moderetly expensive
1071,Dell,Latitude 3570,Notebook,15.6,1049088,4,Windows 10,2.06,Intel Core i3,Intel HD Graphics, HDD,500,inexpensive
1072,HP,ProBook 650,Notebook,15.6,1049088,4,Windows 10,2.31,Intel Core i5,Intel HD Graphics, HDD,500,moderetly expensive
1073,HP,EliteBook 820,Ultrabook,12.5,2073600,8,Windows 7,1.26,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1074,HP,ProBook 430,Notebook,13.3,2073600,8,Windows 10,1.49,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1075,Lenovo,ThinkPad Yoga,Ultrabook,12.5,2073600,8,Windows 10,1.3,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
1076,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,1440000,8,Windows 10,3,Intel Core i5,AMD Radeon Graphics, HDD,1000,ideal price
1077,Lenovo,Ideapad 700-15ISK,Notebook,15.6,2073600,4,Windows 10,2.3,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
1078,MSI,GT72VR Dominator,Gaming,17.3,2073600,16,Windows 10,3.78,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
1079,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,2.1,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
1080,HP,Probook 650,Notebook,15.6,2073600,4,Windows 7,2.31,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
1081,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,3686400,8,Windows 10,0.99,Intel Core M,Intel HD Graphics, SSD,512,moderetly expensive
1082,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,2073600,32,Windows 10,4.6,Intel Core i7,Nvidia GeForce Graphics, SSD&Hybrid,1512,very expensive
1083,Lenovo,Yoga Book,2 in 1 Convertible,10.1,2304000,4,Windows 10,0.69,Intel Atom x,Intel HD Graphics, Flash Storage,64,ideal price
1084,HP,Spectre x360,Ultrabook,13.3,8294400,16,Windows 10,1.3,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
1085,Dell,Vostro 3568,Notebook,15.6,2073600,8,Windows 10,2.18,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
1086,HP,EliteBook 840,Notebook,14,2073600,4,Windows 7,1.54,Intel Core i5,Intel HD Graphics, HDD,500,moderetly expensive
1087,HP,ZBook 15u,Workstation,15.6,2073600,8,Windows 7,1.9,Intel Core i7,Other, SSD,256,moderetly expensive
1088,Lenovo,ThinkPad T460,Notebook,14,2073600,8,Windows 7,1.7,Intel Core i5,Intel HD Graphics, SSD,180,moderetly expensive
1089,HP,Chromebook 13,Notebook,13.3,5760000,4,Chrome OS,1.29,Intel Pentium,Intel HD Graphics, Flash Storage,32,ideal price
1090,Acer,Aspire ES1-523,Notebook,15.6,1049088,4,Windows 10,2.4,AMD A-Series,AMD Radeon Graphics, HDD,500,inexpensive
1091,Dell,Inspiron 3552,Notebook,15.6,1049088,4,Linux,2.2,Intel Pentium,Intel HD Graphics, HDD,500,inexpensive
1092,HP,250 G6,Notebook,15.6,1049088,4,No OS,1.86,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
1093,Asus,Rog GL702VM-GC354T,Gaming,17.3,2073600,8,Windows 10,2.7,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
1094,Dell,Inspiron 5370,Ultrabook,13.3,2073600,4,Windows 10,1.4,Intel Core i5,AMD Radeon Graphics, SSD,256,ideal price
1095,HP,Elitebook 820,Netbook,12.5,1049088,4,Windows 7,2.4,Intel Core i5,Intel HD Graphics, SSD,128,expinsive
1096,Acer,Aspire F5-573G,Notebook,15.6,2073600,8,Windows 10,2.4,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1256,ideal price
1097,Dell,Inspiron 5567,Notebook,15.6,2073600,8,Windows 10,2.36,Intel Core i5,AMD Radeon Graphics, HDD,1000,ideal price
1098,MSI,GS70 Stealth,Gaming,17.3,2073600,8,Windows 10,2.6,Intel Core i7,Nvidia GeForce Graphics, SSD,256,expinsive
1099,HP,250 G5,Notebook,15.6,1049088,4,Windows 10,1.96,Intel Pentium,Intel HD Graphics, HDD,1000,inexpensive
1100,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,2073600,16,Windows 10,4.3,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,very expensive
1101,Dell,Latitude E5270,Ultrabook,12.5,1049088,4,Windows 7,1.5,Intel Core i3,Intel HD Graphics, HDD,500,moderetly expensive
1102,Dell,Latitude E5270,Ultrabook,12.5,1049088,4,Windows 7,1.5,Intel Core i3,Intel HD Graphics, SSD,128,moderetly expensive
1103,Acer,Chromebook 15,Notebook,15.6,1049088,4,Chrome OS,2.2,Intel Celeron,Intel HD Graphics, SSD,16,inexpensive
1104,HP,ZBook 17,Workstation,17.3,2073600,8,Windows 7,3,Intel Core i7,Other, HDD,1000,very expensive
1105,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,16,Windows 10,2.4,Intel Core i7,Nvidia GeForce Graphics, SSD,512,moderetly expensive
1106,Dell,Latitude E5270,Ultrabook,12.5,1049088,8,Windows 7,1.5,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
