"Company","TypeName","Inches","ScreenResolution","Ram","OpSys","Weight","Price_euros","CPU","GPU","MemoryType","MemorySize","price"
"Asus","Gaming",17.3,2073600,16,"Windows 10",2.99,1749,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Dell","2 in 1 Convertible",15.6,2073600,12,"Windows 10",2.19,1299,"Intel Core i7","Intel HD Graphics"," SSD",512,"moderetly expensive"
"Toshiba","Notebook",13.3,2073600,4,"Windows 7",1.2,1195,"Intel Core i5","Intel HD Graphics"," SSD",128,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,6,"Windows 10",2.2,549,"AMD A-Series","AMD Radeon Graphics"," SSD",256,"ideal price"
"Fujitsu","Notebook",15.6,1049088,4,"Windows 10",2.3,649,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Toshiba","Notebook",14,1049088,4,"Windows 10",1.75,915,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.25,599,"Intel Core i5","AMD Radeon Graphics"," HDD",500,"ideal price"
"HP","Notebook",15.6,2073600,8,"Windows 10",2.04,806,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Lenovo","Gaming",15.6,2073600,8,"Windows 10",2.5,1189,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Dell","Notebook",15.6,1049088,8,"Windows 10",2.36,749,"Intel Core i7","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",14,2073600,8,"Windows 10",1.6,1119,"Intel Core i5","Intel HD Graphics"," SSD",128,"moderetly expensive"
"HP","Netbook",12.5,2073600,8,"Windows 10",0.97,1908,"Intel Core M","Intel HD Graphics"," SSD",512,"expinsive"
"HP","Notebook",15.6,2073600,4,"Windows 10",2.1,499,"Intel Core i3","AMD Radeon Graphics"," SSD&HDD",1128,"inexpensive"
"Lenovo","Notebook",15.6,1049088,4,"No OS",1.9,270.62,"Intel Celeron","Intel HD Graphics"," SSD",128,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.3,1349,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.68,889,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Asus","Notebook",13.3,5760000,8,"Windows 10",1.4,1150,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Ultrabook",13.3,2073600,8,"Windows 10",1.11,1349,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Acer","Notebook",15.6,1049088,4,"Windows 10",2.4,380,"Intel Pentium","Intel HD Graphics"," HDD",500,"inexpensive"
"Asus","Gaming",15.6,2073600,16,"Windows 10",2.5,1799,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"HP","Ultrabook",14,2073600,8,"Windows 10",1.48,2089,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Acer","Gaming",15.6,2073600,8,"Windows 10",2.7,1260,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"HP","Notebook",13.3,2073600,8,"Windows 10",1.34,1189,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.18,547,"Intel Core i3","Intel HD Graphics"," SSD",128,"ideal price"
"HP","Notebook",14,1049088,4,"Windows 10",1.64,779,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Toshiba","Notebook",13.3,2073600,4,"Windows 10",1.2,1195,"Intel Core i5","Intel HD Graphics"," SSD",128,"moderetly expensive"
"HP","Notebook",14,1049088,4,"Windows 10",1.48,1099.99,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",14,2073600,4,"Windows 10",1.95,1205,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Ultrabook",14,2073600,8,"Windows 7",1.43,1449,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",14,2073600,8,"Windows 10",1.64,1049.26,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",14,1049088,4,"Windows 10",1.64,684,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"Dell","Gaming",15.6,2073600,8,"Windows 10",2.65,949,"Intel Core i5","Nvidia GeForce Graphics"," Hybrid",1000,"ideal price"
"HP","Ultrabook",12.5,2073600,4,"Windows 10",1.26,1539,"Intel Core i5","Intel HD Graphics"," HDD",500,"expinsive"
"HP","Notebook",14,2073600,4,"Windows 10",1.48,1590,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"HP","Ultrabook",14,2073600,8,"Windows 10",1.54,1887.21,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"HP","Notebook",13.3,1049088,4,"Windows 10",1.49,800,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"Toshiba","Notebook",13.3,1049088,8,"Windows 10",1.5,1210,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",2.04,769.99,"Intel Core i3","Intel HD Graphics"," SSD",256,"ideal price"
"Lenovo","Notebook",17.3,8294400,16,"Windows 7",2.4,2968,"Intel Core i7","Nvidia Quadro"," SSD",512,"very expensive"
"Toshiba","Notebook",14,2073600,8,"Windows 10",1.47,1490,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",14,2073600,8,"Windows 10",1.43,2229,"Intel Core i7","Intel HD Graphics"," SSD",256,"very expensive"
"Dell","2 in 1 Convertible",15.6,2073600,4,"Windows 10",2.08,795.99,"Intel Core i3","Intel HD Graphics"," HDD",1000,"ideal price"
"Toshiba","Ultrabook",13.3,2073600,8,"Windows 10",1.2,1590,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"HP","Notebook",13.3,2073600,8,"Windows 10",1.11,1149,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",14,2073600,8,"Windows 10",1.64,1185.43,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.09,1046.44,"Intel Core i5","Intel HD Graphics"," HDD",500,"moderetly expensive"
"HP","Ultrabook",12.5,1049088,4,"Windows 10",1.26,1559,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"HP","Notebook",14,1049088,4,"Windows 10",2.31,1189,"Intel Core i5","Intel HD Graphics"," HDD",500,"moderetly expensive"
"HP","Notebook",14,1049088,4,"Windows 10",1.95,1060,"Intel Core i5","Intel HD Graphics"," HDD",500,"moderetly expensive"
"Dell","Ultrabook",13.3,5760000,8,"Windows 10",1.29,1624,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"HP","Notebook",17.3,2073600,8,"Windows 10",2.63,1080,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",14,1049088,4,"Windows 10",1.64,973,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Acer","Notebook",15.6,1049088,6,"Windows 10",2.1,409,"AMD A-Series","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"MSI","Gaming",17.3,2073600,8,"Windows 10",2.7,1191.8,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"HP","Notebook",14,2073600,8,"Windows 7",1.95,1195,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",15.6,2073600,8,"Windows 10",1.84,1228.99,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Ultrabook",12.5,2073600,8,"Windows 10",1.26,1349,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",2.04,742,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Toshiba","Ultrabook",14,2073600,8,"Windows 10",1.47,1725,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Notebook",15.6,2073600,8,"Windows 7",2.09,1062.95,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",14,2073600,8,"Windows 10",1.64,1010.51,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","2 in 1 Convertible",15.6,2073600,4,"Windows 10",1.8,847,"Intel Core i7","Intel HD Graphics"," SSD",256,"ideal price"
"Vero","Notebook",14,1049088,2,"Windows 10",1.45,210.8,"Intel Atom x","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Toshiba","Notebook",15.6,2073600,16,"Windows 10",2.4,1425,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.3,1049.6,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",14,2073600,4,"Windows 10",1.54,1000,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"HP","Notebook",15.6,2073600,8,"Windows 10",1.84,2103.34,"Intel Core i5","Intel HD Graphics"," SSD&HDD",756,"very expensive"
"HP","Notebook",14,2073600,8,"Windows 7",1.43,1469,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"MSI","Gaming",17.3,2073600,16,"Windows 10",3.78,1545.64,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Lenovo","Gaming",17.3,2073600,16,"Windows 10",4.6,2289.99,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"very expensive"
"Asus","Netbook",11.6,1049088,4,"Chrome OS",1.2,287.9,"Intel Celeron","Intel HD Graphics"," Flash Storage",16,"inexpensive"
"Lenovo","Notebook",14,3686400,16,"Windows 7",1.1,2620,"Intel Core i7","Intel HD Graphics"," SSD",256,"very expensive"
"HP","Notebook",15.6,2073600,8,"Windows 10",1.91,979,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","2 in 1 Convertible",15.6,2073600,8,"Windows 10",2.3,1094,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",2.04,979,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Dell","Ultrabook",13.3,5760000,16,"Windows 10",1.2,2254,"Intel Core i7","Intel HD Graphics"," SSD",1000,"very expensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",2.31,705.15,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"HP","Notebook",15.6,1049088,4,"No OS",1.96,499,"Intel Core i5","Intel HD Graphics"," HDD",500,"inexpensive"
"Acer","Notebook",15.6,1049088,8,"Windows 10",2.4,449,"AMD A-Series","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"Dell","2 in 1 Convertible",13.3,2073600,12,"Windows 10",1.6,1299,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"MSI","Gaming",15.6,2073600,16,"Windows 10",2.94,1819,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"HP","Notebook",15.6,2073600,8,"Windows 10",2.04,1070,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Asus","Gaming",17.3,2073600,16,"No OS",4,998,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,2073600,4,"Windows 10",2.25,559,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Dell","Notebook",15.6,2073600,16,"Windows 10",2.32,989.99,"Intel Core i7","AMD Radeon Graphics"," HDD",2000,"ideal price"
"MSI","Gaming",15.6,2073600,16,"Windows 10",1.8,1929,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Dell","Ultrabook",13.3,2073600,8,"Windows 10",1.29,1458,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Asus","Gaming",17.3,2073600,64,"Windows 10",3.58,3975,"Intel Core i7","Nvidia GeForce Graphics"," SSD",1000,"very expensive"
"Dell","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.62,798.01,"Intel Core i7","Intel HD Graphics"," SSD",256,"ideal price"
"Dell","Gaming",15.6,8294400,16,"Windows 10",3.21,1329,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"moderetly expensive"
"Apple","Ultrabook",12,3317760,8,"Mac OS X",0.92,1300,"Intel Core M","Intel HD Graphics"," Flash Storage",256,"moderetly expensive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.06,481.98,"Intel Core i3","Intel HD Graphics"," HDD",500,"inexpensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",2.31,1199,"Intel Core i5","Intel HD Graphics"," HDD",500,"moderetly expensive"
"HP","Ultrabook",12.5,2073600,8,"Windows 7",1.26,1199,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",13.3,2073600,8,"Windows 10",1.49,1090,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Ultrabook",12.5,2073600,8,"Windows 10",1.3,1713.49,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Lenovo","Notebook",17.3,1440000,8,"Windows 10",3,659,"Intel Core i5","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.3,977,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"MSI","Gaming",17.3,2073600,16,"Windows 10",3.78,2499,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.1,540,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"HP","Notebook",15.6,2073600,4,"Windows 7",2.31,940,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Lenovo","Ultrabook",12.5,3686400,8,"Windows 10",0.99,1399,"Intel Core M","Intel HD Graphics"," SSD",512,"moderetly expensive"
"Lenovo","Gaming",17.3,2073600,32,"Windows 10",4.6,3240,"Intel Core i7","Nvidia GeForce Graphics"," SSD&Hybrid",1512,"very expensive"
"Lenovo","2 in 1 Convertible",10.1,2304000,4,"Windows 10",0.69,646.27,"Intel Atom x","Intel HD Graphics"," Flash Storage",64,"ideal price"
"HP","Ultrabook",13.3,8294400,16,"Windows 10",1.3,2049,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.18,750,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"HP","Notebook",14,2073600,4,"Windows 7",1.54,1030.99,"Intel Core i5","Intel HD Graphics"," HDD",500,"moderetly expensive"
"HP","Workstation",15.6,2073600,8,"Windows 7",1.9,1495,"Intel Core i7","Other"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",14,2073600,8,"Windows 7",1.7,1199,"Intel Core i5","Intel HD Graphics"," SSD",180,"moderetly expensive"
"HP","Notebook",13.3,5760000,4,"Chrome OS",1.29,615,"Intel Pentium","Intel HD Graphics"," Flash Storage",32,"ideal price"
"Acer","Notebook",15.6,1049088,4,"Windows 10",2.4,387,"AMD A-Series","AMD Radeon Graphics"," HDD",500,"inexpensive"
"Dell","Notebook",15.6,1049088,4,"Linux",2.2,393.49,"Intel Pentium","Intel HD Graphics"," HDD",500,"inexpensive"
"HP","Notebook",15.6,1049088,4,"No OS",1.86,345.99,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"Asus","Gaming",17.3,2073600,8,"Windows 10",2.7,1599,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Dell","Ultrabook",13.3,2073600,4,"Windows 10",1.4,818.35,"Intel Core i5","AMD Radeon Graphics"," SSD",256,"ideal price"
"HP","Netbook",12.5,1049088,4,"Windows 7",2.4,1599,"Intel Core i5","Intel HD Graphics"," SSD",128,"expinsive"
"Acer","Notebook",15.6,2073600,8,"Windows 10",2.4,799,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1256,"ideal price"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.36,638.8,"Intel Core i5","AMD Radeon Graphics"," HDD",1000,"ideal price"
"MSI","Gaming",17.3,2073600,8,"Windows 10",2.6,1599,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"expinsive"
"HP","Notebook",15.6,1049088,4,"Windows 10",1.96,500,"Intel Pentium","Intel HD Graphics"," HDD",1000,"inexpensive"
"Asus","Gaming",17.3,2073600,16,"Windows 10",4.3,2299,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"very expensive"
"Dell","Ultrabook",12.5,1049088,4,"Windows 7",1.5,1135.15,"Intel Core i3","Intel HD Graphics"," HDD",500,"moderetly expensive"
"Dell","Ultrabook",12.5,1049088,4,"Windows 7",1.5,1166.97,"Intel Core i3","Intel HD Graphics"," SSD",128,"moderetly expensive"
"Acer","Notebook",15.6,1049088,4,"Chrome OS",2.2,209,"Intel Celeron","Intel HD Graphics"," SSD",16,"inexpensive"
"HP","Workstation",17.3,2073600,8,"Windows 7",3,2899,"Intel Core i7","Other"," HDD",1000,"very expensive"
"Lenovo","Gaming",15.6,2073600,16,"Windows 10",2.4,1199,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"moderetly expensive"
"Dell","Ultrabook",12.5,1049088,8,"Windows 7",1.5,1413.1,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"MSI","Gaming",17.3,2073600,8,"Windows 10",2.9,1511.19,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"expinsive"
"Lenovo","2 in 1 Convertible",15.6,2073600,4,"Windows 10",2.1,867,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"HP","Notebook",15.6,2073600,4,"Windows 10",2.1,398,"AMD A-Series","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"Asus","Gaming",15.6,2073600,16,"Windows 10",2.59,1339,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"HP","Notebook",13.3,5760000,8,"Windows 10",1.16,1699,"Intel Core M","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Notebook",15.6,1049088,4,"Windows 7",2.24,769.15,"Intel Core i5","AMD Radeon Graphics"," HDD",500,"ideal price"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.1,429,"Intel Core i3","Intel HD Graphics"," SSD",128,"inexpensive"
"HP","Ultrabook",13.3,2073600,8,"Windows 10",1.16,1969,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Lenovo","2 in 1 Convertible",10.1,2304000,4,"Android",0.69,549,"Intel Atom x","Intel HD Graphics"," Flash Storage",64,"ideal price"
"Dell","Ultrabook",13.3,2073600,8,"Windows 10",1.23,1379,"Intel Core i7","Intel Iris Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Gaming",17.3,2073600,16,"Windows 10",4.6,2749.99,"Intel Core i7","Nvidia GeForce Graphics"," SSD&Hybrid",1256,"very expensive"
"Razer","Ultrabook",12.5,8294400,8,"Windows 10",1.25,1029,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Toshiba","Ultrabook",13.3,2073600,16,"Windows 10",1.05,2226,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Asus","Gaming",17.3,2073600,8,"Windows 10",3.52,1312.49,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Vero","Notebook",13.3,2073600,4,"Windows 10",1.35,196,"Intel Atom x","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"HP","Notebook",13.3,2073600,8,"Windows 10",1.16,1690,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"HP","Notebook",14,2073600,8,"Windows 7",1.43,1513,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Notebook",15.6,1049088,4,"Linux",2.09,523.63,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2,435,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"Lenovo","2 in 1 Convertible",14,2073600,8,"Windows 10",1.8,1669,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"Lenovo","2 in 1 Convertible",10.1,2304000,4,"Windows 10",0.69,479,"Intel Atom x","Intel HD Graphics"," Flash Storage",64,"inexpensive"
"HP","Ultrabook",12.5,1049088,8,"Windows 7",1.26,1895,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Lenovo","Gaming",15.6,2073600,8,"No OS",2.4,989,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"ideal price"
"HP","Gaming",17.3,2073600,8,"Windows 10",3.35,1129,"Intel Core i5","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"HP","Notebook",15.6,1049088,8,"Windows 10",2.04,629,"Intel Core i7","Intel HD Graphics"," HDD",2000,"ideal price"
"Lenovo","2 in 1 Convertible",14,2073600,8,"Windows 7",1.8,2050.38,"Intel Core i7","Nvidia Quadro"," SSD",512,"very expensive"
"Asus","Notebook",14,1049088,4,"Windows 10",1.5,278,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"HP","Ultrabook",15.6,2073600,8,"Windows 10",1.84,752,"Intel Core i7","Intel HD Graphics"," SSD",256,"ideal price"
"Acer","Notebook",15.6,2073600,4,"Windows 10",2.23,616,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",15.6,2073600,16,"Windows 10",2.5,1099,"Intel Core i7","AMD Radeon Graphics"," Hybrid",1000,"moderetly expensive"
"HP","Workstation",17.3,2073600,8,"Windows 7",3,3949.4,"Intel Core i7","Nvidia Quadro"," SSD",256,"very expensive"
"Dell","Notebook",15.6,1049088,8,"Windows 10",2.5,784,"Intel Core i5","AMD Radeon Graphics"," HDD",1000,"ideal price"
"MSI","Gaming",17.3,2073600,16,"Windows 10",3.78,2399,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"HP","Ultrabook",15.6,2073600,8,"Windows 7",1.88,2171.72,"Intel Core i7","Intel HD Graphics"," SSD",256,"very expensive"
"Lenovo","2 in 1 Convertible",14,3686400,16,"Windows 10",2.8,2440,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.4,1142.8,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"HP","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.48,1629,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"HP","Workstation",15.6,2073600,8,"Windows 7",2.59,2229,"Intel Core i7","Nvidia Quadro"," SSD",256,"very expensive"
"HP","2 in 1 Convertible",13.3,3686400,8,"Windows 10",1.48,1799,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"HP","Workstation",15.6,2073600,8,"Windows 7",2,1899,"Intel Core i7","Nvidia Quadro"," SSD",256,"expinsive"
"HP","Ultrabook",12.5,2073600,8,"Windows 7",1.26,2296.95,"Intel Core i7","Intel HD Graphics"," SSD",256,"very expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.18,1009.9,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",15.6,2073600,8,"Windows 7",1.88,1579,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Lenovo","2 in 1 Convertible",14,3686400,8,"Windows 10",1.27,2339,"Intel Core i7","Intel HD Graphics"," SSD",256,"very expensive"
"Lenovo","Notebook",15.6,1049088,4,"No OS",1.9,339,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",1.86,297,"AMD E-Series","AMD Radeon Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"No OS",2.32,599,"Intel Core i5","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Dell","Gaming",15.6,2073600,8,"Windows 10",2.62,1199,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"moderetly expensive"
"Dell","Notebook",15.6,8294400,8,"Windows 10",2.04,2250.68,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"very expensive"
"HP","Notebook",15.6,2073600,4,"Windows 10",1.91,478.89,"AMD A-Series","AMD Radeon Graphics"," SSD",256,"inexpensive"
"MSI","Gaming",17.3,2073600,16,"Windows 10",2.7,1492.8,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"moderetly expensive"
"Lenovo","Ultrabook",14,2073600,12,"Windows 7",1.4,2299,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.5,788.49,"Intel Core i5","AMD Radeon Graphics"," Hybrid",1000,"ideal price"
"HP","2 in 1 Convertible",13.3,3686400,8,"Windows 10",1.48,2041,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Lenovo","Ultrabook",14,2073600,8,"Windows 7",1.7,1499,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"MSI","Gaming",14,2073600,16,"Windows 10",1.7,1769,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"HP","Gaming",15.6,2073600,8,"Windows 10",2.62,899,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",15.6,1049088,8,"Windows 10",2.2,459,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"HP","Notebook",15.6,1049088,4,"No OS",2.1,476.99,"Intel Core i5","Intel HD Graphics"," HDD",500,"inexpensive"
"Dell","Gaming",15.6,8294400,8,"Windows 10",2.62,1498,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",1.95,1390,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,4,"Windows 10",2.2,468,"Intel Core i3","Nvidia GeForce Graphics"," HDD",1000,"inexpensive"
"HP","Notebook",14,1049088,2,"Windows 10",1.44,249,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.2,839,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"HP","Notebook",15.6,2073600,8,"Windows 10",1.96,679,"Intel Core i7","Intel HD Graphics"," SSD",256,"ideal price"
"HP","Notebook",15.6,2073600,16,"Windows 10",2.1,1159,"Intel Core i7","Intel UHD Graphics"," SSD",512,"moderetly expensive"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2.2,369,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",15.6,1049088,4,"No OS",2.1,398,"Intel Core i5","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"No OS",2.2,709,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Asus","Notebook",14,2073600,4,"Windows 10",2,769,"Intel Core i3","Intel HD Graphics"," SSD",256,"ideal price"
